id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
4066,J,WH3,3,64,Mechanical,2025-06-09
4067,C,WH1,4,113,Weather,2024-03-30
4068,J,WH4,2,0,Weather,2025-04-24
4069,E,WH1,7,70,Mechanical,2024-05-31
4070,H,WH3,1,69,Mechanical,2024-04-30
4071,B,WH2,6,26,Traffic,2024-02-16
4072,B,WH4,9,51,Weather,2024-08-20
4073,I,WH4,4,33,Mechanical,2024-05-25
4074,B,WH4,7,105,Weather,2024-12-25
4075,B,WH3,10,83,Weather,2024-08-04
4076,B,WH1,6,68,Weather,2024-01-31
4077,I,WH4,10,102,Mechanical,2025-03-10
4078,I,WH4,10,24,Weather,2024-10-22
4079,J,WH4,6,47,Traffic,2024-07-08
4080,F,WH4,3,83,Mechanical,2025-12-27
4081,H,WH4,9,48,Weather,2024-01-20
4082,E,WH4,5,23,None,2024-05-01
4083,A,WH1,1,45,Traffic,2024-01-25
4084,G,WH2,8,99,Mechanical,2024-06-12
4085,I,WH3,4,23,Mechanical,2025-02-25
4086,A,WH3,8,71,Weather,2025-05-21
4087,J,WH2,4,64,Traffic,2025-11-30
4088,F,WH2,2,107,Mechanical,2024-06-03
4089,A,WH1,5,120,None,2025-01-20
4090,E,WH1,7,0,Traffic,2025-06-22
4091,I,WH3,5,34,None,2025-01-12
4092,E,WH3,9,110,None,2025-05-14
4093,H,WH4,1,12,None,2025-02-20
4094,F,WH1,10,75,Mechanical,2025-11-29
4095,C,WH4,10,46,Traffic,2024-10-24
4096,D,WH4,4,75,Mechanical,2024-01-11
4097,J,WH1,8,64,Mechanical,2025-06-09
4098,H,WH1,1,99,Weather,2024-05-04
4099,G,WH1,2,94,Mechanical,2025-08-13
4100,G,WH2,2,103,Weather,2024-04-15
4101,J,WH1,3,106,Mechanical,2025-05-22
4102,F,WH3,6,103,None,2025-10-10
4103,G,WH1,4,85,Traffic,2024-08-09
4104,F,WH2,1,57,None,2024-08-02
4105,D,WH2,10,21,Weather,2024-07-31
4106,A,WH1,1,109,None,2024-11-08
4107,A,WH2,8,120,Weather,2024-11-23
4108,B,WH1,1,78,Weather,2025-11-16
4109,F,WH1,6,22,Traffic,2024-10-01
4110,E,WH2,10,49,Traffic,2024-08-20
4111,H,WH4,10,42,Weather,2024-03-19
4112,C,WH2,8,61,Weather,2025-08-18
4113,D,WH4,2,67,None,2025-10-29
4114,C,WH4,9,101,Weather,2025-12-24
4115,E,WH4,4,19,Mechanical,2024-03-12
4116,G,WH1,5,58,Weather,2024-06-01
4117,E,WH4,1,67,None,2025-08-26
4118,B,WH1,5,119,None,2025-08-20
4119,D,WH3,2,64,Mechanical,2024-05-04
4120,H,WH4,10,2,None,2025-10-18
4121,J,WH1,8,38,Mechanical,2025-08-21
4122,I,WH1,4,69,Traffic,2025-04-27
4123,C,WH4,2,93,Traffic,2024-12-01
4124,I,WH1,9,93,None,2025-04-28
4125,G,WH3,5,50,Mechanical,2024-04-10
4126,J,WH4,1,97,Mechanical,2025-10-06
4127,H,WH3,6,118,None,2025-06-22
4128,D,WH1,3,98,None,2025-04-18
4129,D,WH1,7,28,Weather,2025-07-31
4130,C,WH2,5,23,Mechanical,2025-09-06
4131,C,WH4,3,42,Weather,2025-04-10
4132,F,WH2,6,23,Weather,2024-02-23
4133,I,WH2,7,60,Traffic,2024-12-14
4134,E,WH3,9,66,Traffic,2025-01-21
4135,E,WH4,2,100,Traffic,2025-08-06
4136,I,WH1,5,58,Weather,2025-10-14
4137,D,WH3,4,98,Weather,2025-12-07
4138,B,WH2,8,119,Traffic,2024-06-27
4139,C,WH3,6,65,Traffic,2025-08-06
4140,A,WH1,6,31,Weather,2025-05-26
4141,A,WH4,2,27,Weather,2024-11-18
4142,H,WH2,2,8,Traffic,2024-01-03
4143,D,WH3,4,97,None,2025-01-15
4144,B,WH1,3,76,Mechanical,2025-10-15
4145,H,WH2,1,31,Weather,2024-11-29
4146,I,WH2,10,34,Traffic,2025-10-28
4147,J,WH3,10,57,Traffic,2025-07-13
4148,F,WH1,4,60,Traffic,2025-10-01
4149,E,WH3,4,83,Weather,2025-09-24
4150,J,WH2,5,21,Mechanical,2025-06-07
4151,I,WH2,10,68,Mechanical,2024-01-19
4152,F,WH2,9,36,Traffic,2024-03-14
4153,I,WH4,2,99,Mechanical,2024-07-22
4154,B,WH4,9,58,Traffic,2025-11-04
4155,E,WH3,1,25,Traffic,2025-09-14
4156,B,WH2,4,62,Mechanical,2024-03-04
4157,G,WH2,7,62,Weather,2025-04-01
4158,G,WH2,10,100,Mechanical,2025-10-20
4159,A,WH1,8,78,None,2024-06-11
4160,I,WH2,9,80,Traffic,2024-09-17
4161,E,WH2,6,34,Traffic,2024-03-09
4162,H,WH3,5,94,Traffic,2025-03-11
4163,I,WH1,1,24,Mechanical,2025-03-18
4164,D,WH2,4,15,Weather,2024-12-16
4165,G,WH1,9,86,None,2025-05-09
4166,D,WH4,3,109,Weather,2024-04-15
4167,J,WH1,4,91,Mechanical,2025-07-11
4168,E,WH3,4,56,Mechanical,2025-11-30
4169,I,WH2,10,53,Mechanical,2024-01-11
4170,D,WH2,9,36,None,2025-09-14
4171,I,WH3,4,19,None,2024-09-28
4172,I,WH3,2,6,Weather,2025-09-18
4173,C,WH1,1,47,Traffic,2025-05-13
4174,A,WH2,10,119,None,2025-05-15
4175,F,WH1,10,99,Mechanical,2024-12-10
4176,I,WH3,10,53,Traffic,2025-03-18
4177,F,WH1,2,63,Mechanical,2024-04-22
4178,D,WH4,9,41,Mechanical,2024-08-08
4179,A,WH2,3,2,None,2025-11-03
4180,A,WH3,4,102,Weather,2025-09-19
4181,F,WH2,3,105,Mechanical,2024-10-04
4182,A,WH4,1,78,Traffic,2025-08-12
4183,F,WH2,1,81,Traffic,2025-11-05
4184,H,WH3,6,98,Mechanical,2025-03-18
4185,F,WH1,2,104,Traffic,2024-07-06
4186,F,WH2,7,34,None,2024-11-15
4187,C,WH3,7,73,Traffic,2025-10-23
4188,J,WH2,6,37,Traffic,2025-09-17
4189,A,WH4,10,118,Mechanical,2024-04-12
4190,G,WH1,6,93,Weather,2025-06-01
4191,B,WH3,9,66,Mechanical,2024-09-15
4192,J,WH3,1,7,None,2024-04-01
4193,E,WH1,10,31,None,2025-04-20
4194,I,WH4,4,94,Traffic,2025-02-10
4195,C,WH3,7,31,None,2024-12-01
4196,I,WH2,7,17,Traffic,2024-05-24
4197,G,WH2,2,3,None,2025-07-30
4198,I,WH2,9,9,Traffic,2024-09-10
4199,B,WH3,9,43,None,2024-11-12
4200,B,WH1,6,92,Mechanical,2025-07-17
4201,G,WH3,1,62,Mechanical,2025-08-09
4202,F,WH2,6,115,Mechanical,2025-02-24
4203,F,WH4,10,116,Mechanical,2024-02-09
4204,F,WH2,6,94,Traffic,2025-04-12
4205,E,WH1,8,9,None,2025-03-23
4206,G,WH1,9,89,Mechanical,2025-10-11
4207,A,WH3,3,88,Traffic,2025-10-05
4208,B,WH3,10,24,None,2025-06-28
4209,I,WH2,3,8,Weather,2024-09-14
4210,B,WH4,5,31,Mechanical,2025-05-21
4211,G,WH1,5,79,None,2024-03-28
4212,G,WH1,7,105,Traffic,2025-07-01
4213,A,WH3,6,40,None,2025-08-06
4214,H,WH2,1,62,Mechanical,2024-07-06
4215,A,WH3,5,67,Mechanical,2025-10-05
4216,C,WH1,6,101,Mechanical,2025-02-19
4217,J,WH2,7,16,None,2025-06-21
4218,B,WH1,6,25,Mechanical,2024-06-02
4219,E,WH2,2,79,Traffic,2024-06-20
4220,J,WH3,5,110,Mechanical,2024-06-02
4221,I,WH4,1,7,Traffic,2024-05-03
4222,I,WH1,7,25,Traffic,2024-01-17
4223,G,WH2,4,111,Weather,2024-08-13
4224,C,WH2,4,80,Mechanical,2024-10-25
4225,A,WH4,10,42,Weather,2025-07-09
4226,E,WH4,4,24,Weather,2025-06-08
4227,A,WH2,3,58,Traffic,2025-01-21
4228,D,WH2,5,114,None,2024-12-28
4229,G,WH2,7,98,None,2024-08-21
4230,H,WH2,4,77,None,2025-10-25
4231,J,WH4,5,9,Traffic,2024-09-10
4232,F,WH1,3,80,None,2024-09-30
4233,E,WH2,7,50,Weather,2025-11-17
4234,B,WH4,8,93,Mechanical,2024-09-05
4235,B,WH2,8,93,Mechanical,2025-03-06
4236,A,WH2,8,19,Mechanical,2024-04-17
4237,H,WH4,4,109,None,2025-07-08
4238,E,WH4,5,18,Traffic,2025-05-01
4239,C,WH3,6,22,Weather,2025-04-06
4240,I,WH1,6,51,Weather,2024-11-09
4241,D,WH3,5,9,Weather,2025-03-15
4242,A,WH2,2,2,Weather,2025-03-14
4243,C,WH1,8,90,Mechanical,2024-01-23
4244,J,WH1,6,64,Weather,2025-06-10
4245,I,WH2,8,100,None,2025-01-10
4246,D,WH4,10,92,Mechanical,2024-05-05
4247,B,WH2,2,43,Traffic,2025-07-29
4248,A,WH2,6,24,Mechanical,2024-10-16
4249,J,WH1,1,113,Traffic,2024-03-14
4250,F,WH1,9,110,Traffic,2025-10-11
4251,H,WH4,8,15,None,2024-10-04
4252,B,WH4,9,97,Traffic,2024-02-11
4253,I,WH1,6,23,None,2025-07-07
4254,J,WH3,3,110,Weather,2025-12-07
4255,J,WH1,6,112,None,2024-04-21
4256,E,WH4,9,25,Traffic,2024-01-18
4257,H,WH4,5,59,Weather,2024-11-10
4258,J,WH4,7,8,None,2024-09-09
4259,D,WH2,5,97,Mechanical,2024-06-24
4260,I,WH1,3,50,Mechanical,2024-11-01
4261,J,WH2,10,15,Weather,2025-06-01
4262,B,WH1,5,76,Traffic,2024-02-07
4263,G,WH3,5,83,None,2025-12-18
4264,E,WH4,8,50,None,2025-08-25
4265,H,WH4,1,24,Weather,2024-04-03
4266,B,WH4,3,19,Traffic,2024-05-18
4267,E,WH2,9,57,Traffic,2025-09-23
4268,E,WH4,3,0,Mechanical,2025-09-11
4269,H,WH3,9,63,None,2025-10-30
4270,H,WH1,6,77,None,2024-03-30
4271,B,WH2,3,27,Traffic,2024-01-20
4272,I,WH1,1,82,None,2024-05-15
4273,C,WH4,2,12,None,2024-12-01
4274,I,WH2,9,31,None,2024-06-13
4275,A,WH3,8,15,Weather,2024-04-18
4276,C,WH2,5,22,Traffic,2025-01-17
4277,E,WH2,3,72,Traffic,2024-12-16
4278,J,WH4,6,78,Weather,2024-04-21
4279,E,WH1,8,115,Weather,2024-07-19
4280,H,WH1,7,78,Traffic,2025-12-22
4281,E,WH1,9,79,Traffic,2025-12-09
4282,J,WH4,9,109,Traffic,2025-03-10
4283,D,WH2,8,91,None,2024-10-03
4284,C,WH4,5,74,Mechanical,2024-10-25
4285,J,WH4,7,95,Traffic,2024-12-16
4286,E,WH1,9,22,Traffic,2024-01-30
4287,C,WH2,7,116,Weather,2025-03-17
4288,A,WH4,1,60,None,2025-07-21
4289,F,WH3,3,50,Mechanical,2025-01-21
4290,C,WH2,5,54,Weather,2024-01-05
4291,H,WH3,2,35,Weather,2024-05-14
4292,A,WH1,8,65,None,2024-07-21
4293,D,WH4,10,1,Mechanical,2025-04-01
4294,E,WH1,9,95,Mechanical,2024-01-17
4295,E,WH4,2,115,None,2025-04-23
4296,D,WH2,7,52,Mechanical,2025-05-13
4297,F,WH4,2,34,None,2025-09-22
4298,C,WH1,8,79,Mechanical,2025-01-29
4299,F,WH2,2,119,Traffic,2025-10-18
4300,G,WH2,8,99,Mechanical,2025-07-26
4301,G,WH4,9,115,Weather,2025-08-30
4302,F,WH4,6,113,Weather,2025-05-18
4303,I,WH4,8,43,Weather,2025-07-01
4304,D,WH1,6,93,None,2024-05-14
4305,H,WH1,9,16,Traffic,2025-06-18
4306,J,WH3,9,48,Mechanical,2025-01-02
4307,E,WH3,4,17,None,2025-04-01
4308,F,WH3,1,4,Mechanical,2025-03-05
4309,J,WH4,6,14,Weather,2025-09-17
4310,I,WH4,9,0,Mechanical,2025-04-02
4311,C,WH1,5,116,Mechanical,2024-05-07
4312,A,WH1,1,48,Mechanical,2025-06-02
4313,G,WH3,7,81,Traffic,2024-12-20
4314,F,WH4,4,78,Traffic,2024-06-04
4315,C,WH4,3,51,Mechanical,2024-04-01
4316,D,WH1,8,57,Mechanical,2025-06-13
4317,J,WH4,7,9,Weather,2024-10-17
4318,C,WH4,7,43,Weather,2024-05-09
4319,D,WH2,3,49,None,2025-01-24
4320,E,WH1,9,118,Traffic,2025-05-09
4321,J,WH1,2,13,Traffic,2024-03-27
4322,J,WH3,10,91,None,2025-01-04
4323,D,WH2,6,13,Mechanical,2025-03-18
4324,G,WH3,8,15,None,2024-10-06
4325,C,WH4,6,85,Mechanical,2024-05-10
4326,J,WH1,4,75,Mechanical,2024-07-04
4327,G,WH4,4,31,None,2024-03-27
4328,I,WH4,7,94,Traffic,2024-10-01
4329,G,WH3,8,91,Traffic,2025-10-02
4330,C,WH4,2,18,Traffic,2024-10-01
4331,H,WH3,5,53,Weather,2024-01-26
4332,F,WH3,6,65,Weather,2025-03-07
4333,H,WH2,3,7,Traffic,2024-07-16
4334,D,WH1,6,118,Traffic,2024-11-18
4335,E,WH4,8,51,None,2025-03-02
4336,H,WH3,6,25,Mechanical,2024-03-19
4337,G,WH4,5,18,None,2025-05-20
4338,J,WH2,3,92,None,2024-11-18
4339,D,WH4,8,56,Mechanical,2024-04-01
4340,A,WH2,3,2,None,2025-01-11
4341,I,WH3,7,4,Traffic,2025-02-02
4342,D,WH3,3,98,Mechanical,2024-11-02
4343,F,WH3,6,55,Weather,2024-11-11
4344,F,WH4,5,46,None,2024-04-06
4345,B,WH3,1,18,Mechanical,2025-04-18
4346,F,WH1,9,42,None,2025-03-20
4347,I,WH4,10,44,Weather,2024-04-24
4348,J,WH4,4,115,Mechanical,2024-12-01
4349,C,WH3,3,107,None,2025-09-11
4350,F,WH4,8,7,Traffic,2024-01-31
4351,F,WH2,5,95,None,2025-11-01
4352,H,WH1,10,76,None,2025-08-30
4353,G,WH3,9,62,Mechanical,2025-07-08
4354,G,WH1,5,49,Traffic,2025-09-08
4355,D,WH2,6,78,Weather,2024-11-05
4356,G,WH1,7,38,None,2024-05-07
4357,I,WH4,3,32,Traffic,2024-09-09
4358,G,WH4,4,64,Mechanical,2024-08-13
4359,E,WH2,8,101,None,2024-12-09
4360,H,WH4,1,23,None,2025-08-27
4361,I,WH2,4,117,None,2025-07-30
4362,I,WH1,1,29,Traffic,2024-02-13
4363,B,WH3,7,33,Mechanical,2024-09-19
4364,H,WH4,1,68,Traffic,2024-07-30
4365,B,WH1,2,117,Traffic,2024-11-01
4366,B,WH1,10,81,None,2025-12-15
4367,H,WH4,2,72,None,2025-11-24
4368,F,WH2,2,84,Traffic,2025-07-27
4369,A,WH2,4,17,Mechanical,2024-01-18
4370,G,WH1,2,90,None,2025-08-25
4371,G,WH2,1,13,Traffic,2025-11-13
4372,E,WH3,10,53,Weather,2024-08-31
4373,I,WH1,10,14,Weather,2024-03-29
4374,D,WH2,8,37,Mechanical,2024-07-16
4375,F,WH3,7,117,None,2024-05-20
4376,B,WH1,4,85,Mechanical,2024-03-28
4377,H,WH4,9,81,None,2025-09-18
4378,J,WH4,6,36,Mechanical,2025-02-27
4379,G,WH4,6,117,None,2025-01-26
4380,E,WH1,1,51,Traffic,2024-10-07
4381,G,WH2,6,12,Weather,2024-10-07
4382,F,WH2,9,86,Mechanical,2025-01-25
4383,A,WH4,4,11,Traffic,2024-03-26
4384,D,WH3,6,67,Weather,2025-12-27
4385,F,WH3,7,57,Traffic,2025-04-22
4386,A,WH3,6,42,None,2025-04-27
4387,E,WH4,3,110,None,2025-12-03
4388,F,WH2,4,17,Weather,2025-05-19
4389,D,WH2,7,42,None,2025-04-20
4390,E,WH3,2,13,Weather,2024-07-16
4391,E,WH3,3,89,None,2025-09-16
4392,A,WH1,3,118,Traffic,2024-03-04
4393,C,WH4,4,20,Weather,2025-12-05
4394,D,WH2,5,25,None,2024-11-20
4395,D,WH4,6,13,Mechanical,2025-08-31
4396,A,WH2,1,51,Mechanical,2024-09-20
4397,G,WH2,2,81,Traffic,2025-03-10
4398,D,WH4,2,4,Weather,2024-09-16
4399,H,WH4,6,58,Mechanical,2024-12-09
4400,D,WH4,5,66,None,2025-02-17
4401,E,WH2,6,19,Weather,2024-06-03
4402,G,WH4,3,116,Traffic,2025-03-25
4403,I,WH3,3,16,Traffic,2024-01-16
4404,G,WH3,10,60,Traffic,2024-12-16
4405,H,WH2,5,113,Weather,2025-06-04
4406,B,WH3,6,23,Mechanical,2024-02-01
4407,I,WH2,7,65,None,2025-11-17
4408,A,WH1,2,81,Weather,2025-02-14
4409,F,WH2,5,96,Mechanical,2025-06-24
4410,D,WH3,7,53,Weather,2024-08-19
4411,J,WH3,3,31,Mechanical,2025-05-14
4412,D,WH2,7,119,Mechanical,2024-08-07
4413,G,WH2,2,120,Mechanical,2024-07-07
4414,I,WH4,10,73,Traffic,2024-03-06
4415,I,WH4,10,35,Traffic,2024-12-15
4416,E,WH1,6,16,Mechanical,2024-05-19
4417,G,WH1,8,65,Weather,2025-03-09
4418,G,WH1,8,93,Weather,2025-10-28
4419,A,WH1,9,49,Weather,2024-09-30
4420,E,WH1,8,28,Traffic,2025-05-13
4421,C,WH4,6,67,None,2024-12-18
4422,I,WH3,8,44,Mechanical,2025-09-07
4423,I,WH4,4,3,None,2025-08-04
4424,E,WH2,8,105,Weather,2024-08-14
4425,B,WH2,10,92,Mechanical,2024-09-30
4426,C,WH3,8,18,Mechanical,2025-11-16
4427,C,WH3,5,0,Weather,2024-07-20
4428,F,WH1,6,71,Weather,2025-09-13
4429,F,WH3,2,15,Weather,2025-01-05
4430,F,WH4,6,72,Traffic,2025-05-19
4431,G,WH3,3,102,Weather,2024-06-06
4432,A,WH4,5,82,Weather,2024-08-09
4433,J,WH3,7,84,Weather,2025-07-18
4434,D,WH2,3,81,None,2024-07-28
4435,B,WH1,8,31,None,2025-05-22
4436,A,WH1,8,1,Traffic,2024-09-11
4437,H,WH3,5,42,Traffic,2025-05-27
4438,D,WH4,2,57,Weather,2025-06-02
4439,A,WH3,3,86,Traffic,2024-05-08
4440,J,WH4,3,44,Traffic,2024-08-06
4441,H,WH1,5,18,Traffic,2025-09-19
4442,C,WH3,3,104,Mechanical,2025-07-09
4443,G,WH3,5,119,None,2024-05-24
4444,A,WH2,5,98,Traffic,2024-10-17
4445,A,WH1,1,70,Mechanical,2024-04-03
4446,I,WH1,2,45,Traffic,2024-12-04
4447,J,WH4,8,86,Mechanical,2024-02-09
4448,B,WH3,9,101,Traffic,2024-10-31
4449,J,WH1,1,80,None,2024-12-05
4450,A,WH3,5,66,None,2024-08-19
4451,D,WH4,10,44,None,2025-10-20
4452,H,WH2,6,57,Mechanical,2025-08-31
4453,D,WH1,2,94,None,2025-07-10
4454,G,WH2,4,19,Weather,2025-01-16
4455,H,WH2,10,8,Mechanical,2025-08-13
4456,A,WH3,6,115,None,2024-05-07
4457,F,WH1,5,61,Weather,2025-07-09
4458,H,WH4,2,2,Mechanical,2025-06-11
4459,I,WH3,9,23,Traffic,2024-07-25
4460,D,WH2,5,103,None,2025-05-10
4461,C,WH1,8,87,Mechanical,2024-05-12
4462,B,WH3,3,112,Mechanical,2024-11-21
4463,C,WH1,1,12,None,2024-09-18
4464,I,WH4,7,68,Mechanical,2025-03-23
4465,A,WH1,1,56,None,2025-12-29
4466,D,WH1,8,4,Weather,2024-02-16
4467,J,WH2,4,78,Mechanical,2024-09-17
4468,C,WH3,6,103,Weather,2024-04-18
4469,A,WH4,5,26,Weather,2024-09-03
4470,E,WH4,1,55,Mechanical,2024-05-26
4471,I,WH2,9,84,Mechanical,2024-12-15
4472,B,WH1,9,38,Mechanical,2025-02-14
4473,D,WH2,4,49,Mechanical,2025-03-14
4474,J,WH2,8,34,None,2024-06-24
4475,H,WH2,9,32,Mechanical,2025-03-17
4476,A,WH1,7,50,Mechanical,2025-09-15
4477,C,WH1,8,95,Mechanical,2024-07-20
4478,A,WH1,2,75,Weather,2024-10-10
4479,H,WH3,9,106,Traffic,2024-09-25
4480,A,WH3,8,64,Mechanical,2024-12-08
4481,G,WH3,9,43,None,2025-10-23
4482,D,WH3,5,15,None,2025-06-09
4483,F,WH1,10,16,None,2024-05-13
4484,A,WH2,5,52,Traffic,2024-12-16
4485,D,WH3,7,63,Traffic,2025-08-03
4486,B,WH2,3,81,Weather,2025-05-16
4487,J,WH2,4,110,None,2024-05-09
4488,C,WH1,2,6,Mechanical,2025-12-18
4489,D,WH1,4,86,Weather,2024-01-22
4490,B,WH2,7,12,Mechanical,2025-05-18
4491,F,WH1,9,11,Mechanical,2025-11-11
4492,D,WH2,2,34,Weather,2024-09-04
4493,B,WH2,10,88,None,2025-10-28
4494,G,WH4,8,32,Weather,2024-01-01
4495,C,WH1,4,48,None,2025-10-24
4496,I,WH3,8,107,Mechanical,2024-05-23
4497,C,WH3,3,11,Weather,2024-06-16
4498,C,WH4,9,112,None,2025-01-11
4499,J,WH4,1,37,Weather,2025-01-22
4500,E,WH1,1,31,Traffic,2024-05-14
4501,I,WH4,7,16,Weather,2024-08-16
4502,F,WH3,8,99,Traffic,2024-07-26
4503,E,WH2,1,32,Traffic,2024-07-27
4504,A,WH1,10,16,Traffic,2024-04-26
4505,B,WH1,3,70,Traffic,2025-04-03
4506,J,WH1,3,103,Mechanical,2025-10-08
4507,C,WH3,9,0,Traffic,2025-06-06
4508,F,WH1,6,27,Mechanical,2024-05-18
4509,B,WH2,1,38,Traffic,2024-08-24
4510,E,WH3,2,51,Mechanical,2025-01-04
4511,J,WH1,7,40,Mechanical,2025-02-25
4512,E,WH4,3,16,Traffic,2024-03-04
4513,D,WH4,9,86,Weather,2024-07-29
4514,G,WH4,1,0,Mechanical,2024-06-18
4515,H,WH4,5,57,Traffic,2024-12-06
4516,F,WH1,3,79,Weather,2025-03-04
4517,B,WH2,2,55,None,2024-12-04
4518,E,WH2,10,45,Traffic,2024-10-23
4519,B,WH3,5,51,Mechanical,2024-08-27
4520,A,WH1,9,27,Weather,2024-10-19
4521,G,WH3,9,17,None,2024-11-23
4522,J,WH4,5,49,Mechanical,2024-07-12
4523,D,WH1,7,47,Traffic,2024-01-09
4524,B,WH2,2,94,Weather,2025-09-24
4525,H,WH1,6,80,Mechanical,2025-06-03
4526,B,WH3,6,42,Weather,2024-02-29
4527,H,WH1,7,8,Mechanical,2025-04-08
4528,G,WH2,3,99,Weather,2025-09-05
4529,A,WH4,2,33,Mechanical,2024-12-16
4530,I,WH4,9,62,Traffic,2024-01-15
4531,D,WH4,8,42,Traffic,2025-05-09
4532,G,WH2,2,80,None,2025-09-04
4533,D,WH4,4,101,Mechanical,2025-12-12
4534,B,WH4,8,37,None,2025-09-24
4535,I,WH2,7,39,Traffic,2024-05-17
4536,J,WH2,2,49,Mechanical,2025-03-25
4537,D,WH2,7,63,None,2025-05-14
4538,B,WH3,3,103,Weather,2025-09-13
4539,E,WH1,1,28,Weather,2024-08-14
4540,C,WH2,2,115,Weather,2025-12-14
4541,H,WH3,3,14,Weather,2024-10-01
4542,I,WH1,5,83,None,2025-01-24
4543,J,WH4,4,21,Mechanical,2024-03-01
4544,H,WH2,10,65,Traffic,2024-10-13
4545,F,WH2,4,97,Weather,2025-02-13
4546,D,WH4,10,73,Mechanical,2024-04-09
4547,D,WH4,2,0,Weather,2024-02-18
4548,D,WH4,4,77,Mechanical,2025-07-14
4549,F,WH4,4,6,Traffic,2025-04-15
4550,H,WH4,4,33,Weather,2025-06-17
4551,G,WH2,6,88,None,2025-02-11
4552,C,WH3,1,42,Weather,2024-07-29
4553,J,WH4,3,96,Weather,2025-06-09
4554,H,WH3,6,102,Weather,2025-04-04
4555,J,WH3,9,100,None,2025-11-26
4556,B,WH2,7,101,Mechanical,2024-01-27
4557,G,WH4,4,15,Traffic,2024-09-23
4558,B,WH4,4,49,Traffic,2025-02-20
4559,H,WH4,8,37,Traffic,2024-03-16
4560,I,WH2,6,111,Mechanical,2025-06-02
4561,G,WH1,6,7,Weather,2024-01-26
4562,F,WH2,5,8,None,2025-06-14
4563,C,WH1,10,19,Mechanical,2025-11-19
4564,B,WH3,8,36,Weather,2024-12-06
4565,I,WH1,2,70,Weather,2024-03-29
4566,C,WH1,3,54,Weather,2024-12-16
4567,F,WH4,3,83,Weather,2024-05-04
4568,B,WH4,10,33,Mechanical,2025-07-04
4569,C,WH1,3,50,None,2025-01-16
4570,G,WH1,7,77,Traffic,2024-02-15
4571,J,WH2,5,112,Mechanical,2024-06-02
4572,B,WH3,2,80,Mechanical,2025-07-27
4573,E,WH4,3,7,None,2025-03-03
4574,G,WH1,9,114,Weather,2024-01-20
4575,C,WH3,7,9,Traffic,2024-07-18
4576,J,WH3,7,96,Weather,2025-01-06
4577,F,WH3,6,15,Mechanical,2024-11-30
4578,C,WH2,4,64,Traffic,2025-12-23
4579,D,WH2,6,62,Traffic,2024-04-29
4580,G,WH4,7,61,Mechanical,2025-07-28
4581,I,WH2,10,61,Traffic,2024-07-28
4582,J,WH1,1,18,Weather,2025-04-04
4583,G,WH1,2,14,Mechanical,2024-03-05
4584,A,WH1,9,113,Weather,2025-10-01
4585,B,WH2,3,80,Mechanical,2024-06-04
4586,I,WH2,3,35,Traffic,2025-04-05
4587,J,WH1,2,109,Traffic,2025-10-01
4588,J,WH2,6,25,Weather,2024-05-22
4589,E,WH3,1,120,Weather,2024-11-10
4590,I,WH3,10,16,Mechanical,2025-12-13
4591,J,WH3,9,23,Mechanical,2025-08-03
4592,A,WH2,4,83,Mechanical,2024-11-21
4593,H,WH1,4,52,Mechanical,2025-02-20
4594,I,WH2,10,30,Mechanical,2024-09-26
4595,I,WH1,6,16,None,2024-02-25
4596,I,WH2,9,120,Mechanical,2025-12-29
4597,F,WH2,1,21,Traffic,2024-05-27
4598,C,WH2,4,12,Traffic,2025-10-22
4599,F,WH2,5,38,Weather,2025-11-25
4600,F,WH2,1,39,None,2025-09-07
4601,D,WH4,7,118,Traffic,2025-04-08
4602,C,WH1,6,69,Weather,2025-12-09
4603,D,WH3,3,69,Traffic,2025-07-07
4604,J,WH1,6,94,Mechanical,2025-07-10
4605,I,WH1,7,73,Mechanical,2024-08-28
4606,F,WH4,3,14,Traffic,2025-03-18
4607,D,WH1,6,23,Traffic,2024-08-12
4608,J,WH1,8,35,Weather,2025-01-31
4609,D,WH4,3,89,Mechanical,2024-10-14
4610,G,WH2,5,86,None,2024-06-09
4611,J,WH1,3,15,None,2025-07-19
4612,I,WH4,8,36,None,2025-02-02
4613,E,WH3,8,11,None,2024-08-26
4614,G,WH3,10,116,None,2024-04-12
4615,G,WH4,2,56,Traffic,2025-11-12
4616,B,WH2,7,74,Traffic,2024-02-12
4617,H,WH1,3,72,Weather,2024-02-21
4618,J,WH4,8,109,Mechanical,2025-08-23
4619,C,WH4,4,89,Mechanical,2024-01-06
4620,J,WH3,4,8,Weather,2025-02-08
4621,F,WH2,1,53,Traffic,2025-11-12
4622,A,WH4,3,3,Mechanical,2024-07-31
4623,H,WH1,9,48,Traffic,2024-11-30
4624,E,WH3,7,43,Weather,2025-01-29
4625,E,WH1,1,4,None,2024-02-12
4626,C,WH3,4,120,Weather,2025-03-22
4627,I,WH2,4,15,Mechanical,2025-12-29
4628,J,WH1,7,113,Weather,2025-11-04
4629,E,WH1,3,66,None,2025-12-31
4630,E,WH1,1,9,Weather,2025-07-02
4631,J,WH4,6,52,Weather,2024-03-12
4632,H,WH3,6,76,Mechanical,2025-02-04
4633,A,WH2,10,76,Mechanical,2024-12-31
4634,G,WH4,2,55,Traffic,2025-06-10
4635,J,WH1,6,6,Traffic,2025-01-02
4636,F,WH3,5,8,Weather,2025-08-24
4637,I,WH4,10,58,Traffic,2024-08-01
4638,H,WH2,9,65,Mechanical,2024-08-04
